all_seq_number	fishcard_12S_all_LSC.B.1.S22.L001	fishcard_12S_all_PP.B.1.S4.L001	fishcard_12S_all_PedRF.B.1.S13.L001	sum taxonomy
forward_fishcard_12S_all_384	1	0	0	
forward_fishcard_12S_all_385	1	0	0	
forward_fishcard_12S_all_386	1	0	0	
forward_fishcard_12S_all_387	1	0	0	
forward_fishcard_12S_all_388	1	0	0	
forward_fishcard_12S_all_389	1	0	0	
forward_fishcard_12S_all_390	1	0	0	
forward_fishcard_12S_all_391	1	0	0	
forward_fishcard_12S_all_392	1	0	0	
forward_fishcard_12S_all_393	1	0	0	
forward_fishcard_12S_all_394	1	0	0	
forward_fishcard_12S_all_395	1	0	0	
forward_fishcard_12S_all_396	1	0	0	
forward_fishcard_12S_all_397	1	0	0	
forward_fishcard_12S_all_398	1	0	0	
forward_fishcard_12S_all_399	1	0	0	
forward_fishcard_12S_all_400	1	0	0	
forward_fishcard_12S_all_401	1	0	0	
forward_fishcard_12S_all_402	1	0	0	
forward_fishcard_12S_all_403	1	0	0	
forward_fishcard_12S_all_404	1	0	0	
forward_fishcard_12S_all_405	1	0	0	
forward_fishcard_12S_all_406	1	0	0	
forward_fishcard_12S_all_407	1	0	0	
forward_fishcard_12S_all_408	1	0	0	
forward_fishcard_12S_all_409	1	0	0	
forward_fishcard_12S_all_410	1	0	0	
forward_fishcard_12S_all_411	1	0	0	
forward_fishcard_12S_all_412	1	0	0	
forward_fishcard_12S_all_413	1	0	0	
forward_fishcard_12S_all_414	1	0	0	
forward_fishcard_12S_all_415	1	0	0	
forward_fishcard_12S_all_416	1	0	0	
forward_fishcard_12S_all_417	1	0	0	
forward_fishcard_12S_all_418	1	0	0	
forward_fishcard_12S_all_419	1	0	0	
forward_fishcard_12S_all_420	1	0	0	
forward_fishcard_12S_all_421	1	0	0	
forward_fishcard_12S_all_422	1	0	0	
forward_fishcard_12S_all_423	1	0	0	
forward_fishcard_12S_all_424	1	0	0	
forward_fishcard_12S_all_425	1	0	0	
forward_fishcard_12S_all_426	1	0	0	
forward_fishcard_12S_all_427	1	0	0	
forward_fishcard_12S_all_428	1	0	0	
forward_fishcard_12S_all_429	1	0	0	
forward_fishcard_12S_all_430	1	0	0	
forward_fishcard_12S_all_431	1	0	0	
forward_fishcard_12S_all_432	1	0	0	
forward_fishcard_12S_all_433	1	0	0	
forward_fishcard_12S_all_434	1	0	0	
forward_fishcard_12S_all_435	1	0	0	
forward_fishcard_12S_all_436	1	0	0	
forward_fishcard_12S_all_437	1	0	0	
forward_fishcard_12S_all_438	1	0	0	
forward_fishcard_12S_all_439	1	0	0	
forward_fishcard_12S_all_440	1	0	0	
forward_fishcard_12S_all_441	1	0	0	
forward_fishcard_12S_all_442	1	0	0	
forward_fishcard_12S_all_443	1	0	0	
forward_fishcard_12S_all_444	1	0	0	
forward_fishcard_12S_all_445	1	0	0	
forward_fishcard_12S_all_446	1	0	0	
forward_fishcard_12S_all_447	1	0	0	
forward_fishcard_12S_all_448	1	0	0	
forward_fishcard_12S_all_449	1	0	0	
forward_fishcard_12S_all_450	1	0	0	
forward_fishcard_12S_all_451	1	0	0	
forward_fishcard_12S_all_452	1	0	0	
forward_fishcard_12S_all_453	1	0	0	
forward_fishcard_12S_all_454	1	0	0	
forward_fishcard_12S_all_455	1	0	0	
forward_fishcard_12S_all_456	1	0	0	
forward_fishcard_12S_all_457	1	0	0	
forward_fishcard_12S_all_458	1	0	0	
forward_fishcard_12S_all_459	1	0	0	
forward_fishcard_12S_all_460	1	0	0	
forward_fishcard_12S_all_461	1	0	0	
forward_fishcard_12S_all_462	1	0	0	
forward_fishcard_12S_all_463	1	0	0	
forward_fishcard_12S_all_464	1	0	0	
forward_fishcard_12S_all_465	1	0	0	
forward_fishcard_12S_all_466	1	0	0	
forward_fishcard_12S_all_467	1	0	0	
forward_fishcard_12S_all_468	1	0	0	
forward_fishcard_12S_all_469	1	0	0	
forward_fishcard_12S_all_470	1	0	0	
forward_fishcard_12S_all_471	1	0	0	
forward_fishcard_12S_all_472	1	0	0	
forward_fishcard_12S_all_473	1	0	0	
forward_fishcard_12S_all_474	1	0	0	
forward_fishcard_12S_all_475	1	0	0	
forward_fishcard_12S_all_476	1	0	0	
forward_fishcard_12S_all_477	1	0	0	
forward_fishcard_12S_all_478	1	0	0	
forward_fishcard_12S_all_479	1	0	0	
forward_fishcard_12S_all_480	1	0	0	
forward_fishcard_12S_all_481	1	0	0	
forward_fishcard_12S_all_482	1	0	0	
forward_fishcard_12S_all_483	1	0	0	
forward_fishcard_12S_all_484	1	0	0	
forward_fishcard_12S_all_485	1	0	0	
forward_fishcard_12S_all_486	1	0	0	
forward_fishcard_12S_all_487	1	0	0	
forward_fishcard_12S_all_488	1	0	0	
forward_fishcard_12S_all_489	1	0	0	
forward_fishcard_12S_all_490	1	0	0	
forward_fishcard_12S_all_491	1	0	0	
forward_fishcard_12S_all_492	1	0	0	
forward_fishcard_12S_all_493	1	0	0	
forward_fishcard_12S_all_494	1	0	0	
forward_fishcard_12S_all_495	1	0	0	
forward_fishcard_12S_all_496	1	0	0	
forward_fishcard_12S_all_497	1	0	0	
forward_fishcard_12S_all_498	1	0	0	
forward_fishcard_12S_all_499	1	0	0	
forward_fishcard_12S_all_500	1	0	0	
forward_fishcard_12S_all_501	1	0	0	
forward_fishcard_12S_all_502	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_503	1	0	0	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
forward_fishcard_12S_all_504	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_505	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_506	1	0	0	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_fishcard_12S_all_507	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_508	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_509	1	0	0	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Chromis;Chromis punctipinnis
forward_fishcard_12S_all_510	1	0	0	
forward_fishcard_12S_all_511	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_512	1	0	0	Eukaryota;Chordata;Actinopteri;;;;
forward_fishcard_12S_all_513	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_514	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_515	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_516	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_517	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_518	1	0	0	
forward_fishcard_12S_all_519	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_520	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_521	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_522	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_523	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_524	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_525	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_526	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_527	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_fishcard_12S_all_528	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_fishcard_12S_all_529	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_530	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_531	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_532	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_533	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_534	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres semicinctus
forward_fishcard_12S_all_535	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_536	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_537	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_538	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_539	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_540	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_541	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_542	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_543	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_544	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_545	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_fishcard_12S_all_546	1	0	0	
forward_fishcard_12S_all_547	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_548	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_549	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_550	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_551	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_552	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_553	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_554	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_555	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_556	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_fishcard_12S_all_557	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_558	1	0	0	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_fishcard_12S_all_559	1	0	0	
forward_fishcard_12S_all_560	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_561	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_562	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_563	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_564	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_565	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_566	1	0	0	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Hypsypops;Hypsypops rubicundus
forward_fishcard_12S_all_567	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_568	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
forward_fishcard_12S_all_569	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
forward_fishcard_12S_all_570	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
forward_fishcard_12S_all_571	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
forward_fishcard_12S_all_572	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
forward_fishcard_12S_all_573	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
forward_fishcard_12S_all_574	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_575	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_576	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_577	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_578	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_579	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_580	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_581	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_582	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_583	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_584	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_585	1	0	0	
forward_fishcard_12S_all_586	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_587	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_588	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_589	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_590	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_591	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_592	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_593	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_594	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_595	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_596	1	0	0	Eukaryota;Chordata;Actinopteri;Scombriformes;Centrolophidae;Icichthys;Icichthys lockingtoni
forward_fishcard_12S_all_597	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_598	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_599	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_600	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_601	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_602	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_603	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_604	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_605	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_606	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_607	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_608	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_609	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_610	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_611	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_612	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_613	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_614	1	0	0	
forward_fishcard_12S_all_615	1	0	0	
forward_fishcard_12S_all_616	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_617	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_618	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_619	1	0	0	
forward_fishcard_12S_all_620	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_621	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_622	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_623	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Anchoa;Anchoa compressa
forward_fishcard_12S_all_624	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_625	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_626	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_627	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_628	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_629	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_630	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_631	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_632	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_633	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_634	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_635	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_636	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_637	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_638	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_639	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_640	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_641	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_642	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_643	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_644	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_645	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_646	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_647	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_648	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_649	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_650	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_651	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_652	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_653	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_654	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_655	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_656	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_657	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_658	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_659	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_660	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_661	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_662	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_663	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_664	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_665	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_666	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_667	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_668	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_669	1	0	0	
forward_fishcard_12S_all_670	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_671	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
forward_fishcard_12S_all_672	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
