all_seq_number	fishcard_12S_all_LSC.B.1.S22.L001	fishcard_12S_all_PP.B.1.S4.L001	fishcard_12S_all_PedRF.B.1.S13.L001	taxonomy	taxonomy_confidence	accessions
forward_fishcard_12S_all_59	1	0	2	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	KC136408.1;FISHCARD_miu_291.1;KC136531.1;KC136573.1;KC136375.1;KC136519.1;KC136540.1;KC136402.1;KC136570.1;KC136505.1;KC136451.1;KC136543.1;KC136398.1;KC136456.1;KC136404.1;LC037025.1;KC136474.1;KC136516.1;KC136362.1;KC136428.1;KC136377.1;KC136529.1;DQ872160.1;AB972189.1;AP006010.1;KC136578.1;FISHCARD_miu_167.1;KC136558.1;KC136409.1;AY279561.1;KC136384.1;KC136423.1;KC136574.1;EF616895.1;KC136521.1
forward_fishcard_12S_all_60	1	2	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Trachurus;species:Trachurus symmetricus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:97.75;species:97.75;	LC091961.1;LC091962.1;FISHCARD_miu_036.1;FISHCARD_miu_577.1;AB969927.1;FISHCARD_miu_578.1;FISHCARD_miu_239.1;KT819204.1;AB969955.1;FISHCARD_miu_549.1;KM978993.1;MH248172.1;AB969990.1;FISHCARD_miu_153.1;FISHCARD_miu_139.1;FISHCARD_miu_551.1;FISHCARD_miu_238.1
forward_fishcard_12S_all_61	1	0	2	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Pomacentridae;genus:Chromis;species:Chromis punctipinnis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_347.1;FJ616322.1;FISHCARD_miu_346.1;JQ707030.1;FJ616311.1;AY098623.1;FISHCARD_miu_345.1;LC385286.1
forward_fishcard_12S_all_62	1	0	2	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_63	0	3	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Girella;species:Girella nigricans;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_289.1;KC136546.1
forward_fishcard_12S_all_64	0	3	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:62.1;	FISHCARD_miu_692.1;FISHCARD_miu_686.1;FISHCARD_miu_365.1;FISHCARD_miu_364.1;FISHCARD_miu_676.1;FISHCARD_miu_688.1;FISHCARD_miu_683.1;FISHCARD_miu_678.1;FISHCARD_miu_580.1;FISHCARD_miu_699.1;FISHCARD_miu_348.1
forward_fishcard_12S_all_65	0	3	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_291.1;KC136408.1;AP006010.1;AB972189.1;DQ872160.1;KC136540.1;KC136573.1;LC037025.1;KC136398.1;KC136404.1;KC136516.1;KC136451.1;KC136456.1;KC136377.1;KC136505.1;KC136428.1;KC136519.1;KC136531.1;KC136402.1;KC136570.1;KC136543.1;KC136362.1;KC136474.1;KC136375.1;KC136529.1;EF616895.1;KC136558.1;KC136574.1;KC136423.1;KC136384.1;AY279561.1;KC136409.1;KC136521.1;FISHCARD_miu_167.1;KC136578.1;DQ336169.1;FISHCARD_miu_343.1;FISHCARD_miu_290.1;KC136547.1
forward_fishcard_12S_all_66	0	2	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Girella;species:Girella nigricans;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_289.1;KC136546.1
forward_fishcard_12S_all_67	0	2	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Girella;species:Girella nigricans;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_289.1;KC136546.1
forward_fishcard_12S_all_68	0	0	3	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:96.05;	FISHCARD_miu_692.1;FISHCARD_miu_365.1;FISHCARD_miu_686.1;FISHCARD_miu_364.1;FISHCARD_miu_676.1;FISHCARD_miu_580.1;FISHCARD_miu_683.1;FISHCARD_miu_688.1;FISHCARD_miu_699.1;FISHCARD_miu_678.1;FISHCARD_miu_348.1;FISHCARD_miu_395.1
forward_fishcard_12S_all_69	0	0	3	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Clupeidae;genus:Sardinops;species:Sardinops sagax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC069397.1;LC385054.1;LC020933.1;LC500738.1;LC069399.1;AB032554.1;LC091585.1;LC069396.1;LC069398.1;LC091577.1;FISHCARD_miu_581.1;FISHCARD_miu_087.1;LC105842.1;LC105846.1;LC105762.1;LC105880.1;LC105761.1;LC105913.1;LC105858.1;LC105968.1;LC105707.1;LC105885.1;LC105969.1;LC105865.1;LC105708.1;LC105946.1;LC105721.1;LC105930.1;LC105895.1;LC105815.1;LC105715.1;LC105725.1;LC105776.1;LC105877.1;LC105764.1;LC105855.1;LC105881.1;LC105800.1;LC105769.1;LC105861.1;LC105926.1;LC105819.1;LC105821.1;LC105933.1;LC105774.1;LC105812.1;LC105841.1;LC105864.1;LC105876.1;LC105809.1;LC105714.1;LC105929.1;LC105944.1;LC105737.1;LC105935.1;LC105794.1;LC105805.1;LC105734.1;LC105986.1;LC105792.1;LC105936.1;LC105910.1;LC105904.1;LC105924.1;LC105804.1;LC105706.1;LC105799.1;LC105743.1;LC105872.1;LC105768.1;LC105716.1;LC105912.1;LC105918.1;LC105868.1;LC105927.1;LC105784.1;LC105978.1;LC105808.1;LC105922.1;LC105830.1;LC105915.1;LC105957.1;LC105925.1;LC105726.1;LC105766.1;LC105863.1;LC105713.1;LC105982.1;LC105971.1;LC105840.1;LC105869.1;MG570422.1;MH377780.1;LC091584.1;MH377781.1;FISHCARD_miu_445.1;MG570434.1;LC091583.1;HQ331537.1;KY769128.1
forward_fishcard_12S_all_70	2	0	0	not_found		
forward_fishcard_12S_all_71	2	0	0	not_found		
forward_fishcard_12S_all_72	2	0	0	not_found		
forward_fishcard_12S_all_73	2	0	0	not_found		
forward_fishcard_12S_all_74	2	0	0	not_found		
forward_fishcard_12S_all_75	2	0	0	not_found		
forward_fishcard_12S_all_76	2	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:66.6666666667;species:66.6666666667;	FISHCARD_miu_165.1;FISHCARD_miu_292.1;AY279632.1;KY815300.1
forward_fishcard_12S_all_77	2	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:55.6666666667;species:55.6666666667;	FISHCARD_miu_165.1;FISHCARD_miu_292.1;AY279632.1;KY815300.1
forward_fishcard_12S_all_78	2	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:94.35;	FISHCARD_miu_692.1;FISHCARD_miu_365.1;FISHCARD_miu_686.1;FISHCARD_miu_364.1;FISHCARD_miu_699.1;FISHCARD_miu_676.1;FISHCARD_miu_683.1;FISHCARD_miu_678.1;FISHCARD_miu_688.1;FISHCARD_miu_580.1
forward_fishcard_12S_all_79	2	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:57.0;species:57.0;	FISHCARD_miu_165.1;FISHCARD_miu_292.1;AY279632.1;KY815300.1
forward_fishcard_12S_all_80	2	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Blenniiformes;family:Chaenopsidae;genus:Chaenopsis;species:Chaenopsis alepidota;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_241.1
forward_fishcard_12S_all_81	2	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Blenniiformes;family:Chaenopsidae;genus:Chaenopsis;species:Chaenopsis alepidota;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_241.1
forward_fishcard_12S_all_82	2	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	KC136408.1;FISHCARD_miu_291.1;LC037025.1;KC136362.1;KC136570.1;KC136474.1;KC136516.1;KC136543.1;KC136402.1;KC136505.1;KC136531.1;KC136375.1;KC136404.1;KC136456.1;KC136428.1;KC136398.1;KC136519.1;KC136377.1;KC136451.1;KC136573.1;KC136540.1;AB972189.1;KC136529.1;AP006010.1;DQ872160.1;KC136578.1;FISHCARD_miu_167.1
forward_fishcard_12S_all_83	2	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	KC136408.1;FISHCARD_miu_291.1;AP006010.1;AB972189.1;DQ872160.1;KC136529.1;KC136451.1;KC136402.1;KC136428.1;KC136377.1;KC136375.1;KC136531.1;KC136456.1;KC136404.1;KC136505.1;KC136362.1;KC136519.1;KC136543.1;KC136570.1;KC136516.1;KC136540.1;KC136398.1;LC037025.1;KC136474.1;KC136573.1;KC136384.1;KC136558.1;EF616895.1;KC136423.1;KC136409.1;KC136521.1;KC136574.1;AY279561.1;FISHCARD_miu_167.1;KC136578.1;DQ336169.1;FISHCARD_miu_343.1
forward_fishcard_12S_all_84	2	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Pomacentridae;genus:Hypsypops;species:Hypsypops rubicundus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FJ616348.1
forward_fishcard_12S_all_85	2	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Pomacentridae;genus:Hypsypops;species:Hypsypops rubicundus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FJ616348.1
forward_fishcard_12S_all_86	2	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Anguilliformes;family:Muraenidae;genus:Gymnothorax;species:Gymnothorax mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_655.1
forward_fishcard_12S_all_87	1	0	1	not_found		
forward_fishcard_12S_all_88	1	1	0	not_found		
forward_fishcard_12S_all_89	1	1	0	not_found		
forward_fishcard_12S_all_90	1	1	0	not_found		
forward_fishcard_12S_all_91	1	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:55.0;species:55.0;	FISHCARD_miu_292.1;FISHCARD_miu_165.1;AY279632.1;KY815300.1
forward_fishcard_12S_all_92	1	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pempheriformes;family:Polyprionidae;genus:Stereolepis;species:Stereolepis gigas;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	DQ336169.1;FISHCARD_miu_343.1;FISHCARD_miu_333.1;FISHCARD_miu_395.1;FISHCARD_miu_348.1;AP014536.1;FISHCARD_miu_568.1;LC037145.1;KC422441.1;FISHCARD_miu_108.1;LC278263.1;AP009161.1;FISHCARD_miu_291.1;KC136408.1;AF055601.1;FISHCARD_miu_692.1;FISHCARD_miu_686.1;FISHCARD_miu_365.1;FISHCARD_miu_364.1;LC037133.1;KC136423.1;EF616895.1;LC092027.1;KC136409.1;LC092025.1;LC092026.1;KC136574.1;KC136384.1;KC136521.1;AY279561.1;KC136558.1;FISHCARD_miu_299.1;FISHCARD_miu_382.1
forward_fishcard_12S_all_93	1	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:80.0;family:80.0;genus:80.0;species:80.0;	NC_041097.1;LC091575.1;FISHCARD_miu_660.1;LC091576.1;FISHCARD_miu_020.1;FISHCARD_miu_267.1;FISHCARD_miu_268.1
forward_fishcard_12S_all_94	1	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:80.0;family:80.0;genus:80.0;species:80.0;	LC091575.1;NC_041097.1;FISHCARD_miu_020.1;LC091576.1;FISHCARD_miu_660.1;FISHCARD_miu_267.1;FISHCARD_miu_268.1
forward_fishcard_12S_all_95	1	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	KC136408.1;FISHCARD_miu_291.1;KC136570.1;KC136404.1;KC136573.1;KC136519.1;KC136516.1;KC136428.1;KC136505.1;KC136451.1;KC136377.1;KC136402.1;KC136398.1;KC136375.1;KC136362.1;KC136474.1;LC037025.1;KC136543.1;KC136456.1;KC136531.1;KC136540.1;KC136529.1;AP006010.1;AB972189.1;DQ872160.1;KC136578.1;FISHCARD_miu_167.1
forward_fishcard_12S_all_96	1	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Trachurus;species:Trachurus symmetricus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:99.5;species:99.5;	LC091962.1;LC091961.1;FISHCARD_miu_036.1;FISHCARD_miu_577.1;AB969927.1;KT819204.1;FISHCARD_miu_549.1;FISHCARD_miu_239.1;FISHCARD_miu_578.1;AB969955.1;KM978993.1;MH248172.1;FISHCARD_miu_551.1;FISHCARD_miu_139.1;AB969990.1;FISHCARD_miu_153.1;FISHCARD_miu_238.1
forward_fishcard_12S_all_97	1	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Trachurus;species:Trachurus symmetricus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC091962.1;LC091961.1;FISHCARD_miu_036.1;FISHCARD_miu_577.1;AB969927.1;FISHCARD_miu_578.1;AB969955.1;FISHCARD_miu_239.1;KT819204.1;FISHCARD_miu_549.1;KM978993.1;MH248172.1;AB969990.1;FISHCARD_miu_139.1;FISHCARD_miu_153.1;FISHCARD_miu_551.1;FISHCARD_miu_238.1
forward_fishcard_12S_all_98	1	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_99	0	2	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:56.5;species:56.5;	FISHCARD_miu_165.1;FISHCARD_miu_292.1;AY279632.1;KY815300.1
forward_fishcard_12S_all_100	0	2	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Girella;species:Girella nigricans;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_289.1;KC136546.1
forward_fishcard_12S_all_101	0	2	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Girella;species:Girella nigricans;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_289.1;KC136546.1
forward_fishcard_12S_all_102	0	2	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Girella;species:Girella nigricans;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_289.1;KC136546.1
forward_fishcard_12S_all_103	0	2	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Girella;species:Girella nigricans;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_289.1;KC136546.1
forward_fishcard_12S_all_104	0	2	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:94.6;	FISHCARD_miu_365.1;FISHCARD_miu_692.1;FISHCARD_miu_686.1;FISHCARD_miu_364.1;FISHCARD_miu_580.1;FISHCARD_miu_699.1;FISHCARD_miu_683.1;FISHCARD_miu_676.1;FISHCARD_miu_688.1;FISHCARD_miu_678.1
forward_fishcard_12S_all_105	0	2	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:97.05;	FISHCARD_miu_686.1;FISHCARD_miu_365.1;FISHCARD_miu_692.1;FISHCARD_miu_364.1;FISHCARD_miu_699.1;FISHCARD_miu_688.1;FISHCARD_miu_678.1;FISHCARD_miu_580.1;FISHCARD_miu_676.1;FISHCARD_miu_683.1;FISHCARD_miu_348.1;FISHCARD_miu_395.1;FISHCARD_miu_568.1;FISHCARD_miu_343.1;DQ336169.1
forward_fishcard_12S_all_106	0	2	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:96.6;	FISHCARD_miu_692.1;FISHCARD_miu_365.1;FISHCARD_miu_686.1;FISHCARD_miu_364.1;FISHCARD_miu_676.1;FISHCARD_miu_678.1;FISHCARD_miu_580.1;FISHCARD_miu_683.1;FISHCARD_miu_688.1;FISHCARD_miu_699.1;FISHCARD_miu_366.1;FISHCARD_miu_695.1
forward_fishcard_12S_all_107	0	2	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Blenniiformes;family:Clinidae;genus:Heterostichus;species:Heterostichus rostratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_244.1;FISHCARD_miu_517.1;FISHCARD_miu_190.1;FISHCARD_miu_243.1
forward_fishcard_12S_all_108	0	2	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	KC136408.1;FISHCARD_miu_291.1;AB972189.1;DQ872160.1;AP006010.1;LC037025.1;KC136362.1;KC136570.1;KC136519.1;KC136456.1;KC136516.1;KC136402.1;KC136531.1;KC136543.1;KC136540.1;KC136398.1;KC136573.1;KC136428.1;KC136474.1;KC136377.1;KC136505.1;KC136404.1;KC136451.1;KC136375.1;KC136529.1;FISHCARD_miu_167.1;KC136578.1;EF616895.1;KC136521.1;KC136409.1;KC136384.1;KC136423.1;AY279561.1;KC136574.1;KC136558.1
forward_fishcard_12S_all_109	0	2	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Trachurus;species:Trachurus symmetricus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:99.0;species:99.0;	FISHCARD_miu_036.1;LC091962.1;LC091961.1;FISHCARD_miu_577.1;AB969927.1;FISHCARD_miu_578.1;AB969955.1;FISHCARD_miu_549.1;FISHCARD_miu_239.1;KT819204.1;KM978993.1;MH248172.1;FISHCARD_miu_139.1;AB969990.1;FISHCARD_miu_153.1;FISHCARD_miu_238.1;FISHCARD_miu_551.1
forward_fishcard_12S_all_110	0	2	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Embiotocidae;genus:Brachyistius;species:Brachyistius frenatus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:98.75;species:98.75;	FISHCARD_miu_141.1;LC091974.1;LC091973.1;FISHCARD_miu_044.1;FISHCARD_miu_266.1;FISHCARD_miu_685.1;FISHCARD_miu_163.1;FISHCARD_miu_164.1;FISHCARD_miu_406.1;LC091972.1;LC091971.1;FISHCARD_miu_043.1;AY279572.1;FISHCARD_miu_264.1;LC091975.1;LC091976.1;AF285918.1;KU530212.1;FISHCARD_miu_189.1;AY279573.1;FISHCARD_miu_701.1;FISHCARD_miu_263.1;FISHCARD_miu_046.1;AP009128.1;LC104608.1;LC091978.1;FJ616394.1;FISHCARD_miu_160.1;FISHCARD_miu_265.1;FISHCARD_miu_142.1;LC091977.1;JN125224.1;JN125222.1;AY279571.1;FISHCARD_miu_162.1;FISHCARD_miu_161.1
forward_fishcard_12S_all_111	0	1	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Semicossyphus;species:Semicossyphus pulcher;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	AY279644.1;EU601226.1;FISHCARD_miu_293.1
forward_fishcard_12S_all_112	0	1	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Semicossyphus;species:Semicossyphus pulcher;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	EU601226.1;FISHCARD_miu_293.1;AY279644.1
forward_fishcard_12S_all_113	0	1	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Atheriniformes;family:Atherinopsidae;genus:Atherinops;species:Atherinops affinis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:88.0;species:88.0;	FISHCARD_miu_202.1;NC_044649.1;FISHCARD_miu_035.1;MN181432.1
forward_fishcard_12S_all_114	0	0	2	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:55.0;species:55.0;	FISHCARD_miu_292.1;FISHCARD_miu_165.1;AY279632.1;KY815300.1
forward_fishcard_12S_all_115	0	0	2	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:56.3333333333;species:56.3333333333;	FISHCARD_miu_292.1;FISHCARD_miu_165.1;AY279632.1;KY815300.1
forward_fishcard_12S_all_116	0	0	2	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:96.35;	FISHCARD_miu_692.1;FISHCARD_miu_365.1;FISHCARD_miu_686.1;FISHCARD_miu_364.1;FISHCARD_miu_580.1;FISHCARD_miu_688.1;FISHCARD_miu_683.1;FISHCARD_miu_676.1;FISHCARD_miu_678.1;FISHCARD_miu_699.1;FISHCARD_miu_348.1
forward_fishcard_12S_all_117	0	0	2	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Blenniiformes;family:Clinidae;genus:Gibbonsia;species:Gibbonsia elegans;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:50.0;	FISHCARD_miu_243.1;FISHCARD_miu_190.1;FISHCARD_miu_517.1;FISHCARD_miu_244.1
